2.2505,-0.0809
2.2510,-0.0868
2.2515,-0.0929
2.2521,-0.0989
2.2526,-0.1050
2.2531,-0.1111
2.2537,-0.1172
2.2542,-0.1233
2.2547,-0.1294
2.2553,-0.1355
2.2558,-0.1415
2.2563,-0.1476
2.2568,-0.1537
2.2574,-0.1598
2.2579,-0.1659
2.2585,-0.1720
2.2590,-0.1781
2.2595,-0.1841
2.2600,-0.1902
2.2605,-0.1963
2.2611,-0.2024
2.2616,-0.2085
2.2621,-0.2146
2.2626,-0.2206
2.2632,-0.2267
2.2637,-0.2328
2.2642,-0.2389
2.2647,-0.2450
2.2653,-0.2511
2.2658,-0.2572
2.2663,-0.2633
2.2668,-0.2693
2.2673,-0.2754
2.2678,-0.2815
2.2683,-0.2876
2.2689,-0.2937
2.2694,-0.2997
2.2699,-0.3058
2.2704,-0.3119
2.2709,-0.3180
2.2715,-0.3241
2.2720,-0.3302
2.2725,-0.3363
2.2730,-0.3424
2.2736,-0.3486
2.2741,-0.3546
2.2746,-0.3606
2.2752,-0.3667
2.2757,-0.3728
2.2762,-0.3789
2.2767,-0.3850
2.2773,-0.3911
2.2778,-0.3971
2.2783,-0.4032
2.2788,-0.4093
2.2794,-0.4154
2.2799,-0.4215
2.2804,-0.4276
2.2810,-0.4338
2.2815,-0.4398
2.2820,-0.4459
2.2826,-0.4519
2.2831,-0.4580
2.2836,-0.4641
2.2842,-0.4702
2.2847,-0.4763
2.2852,-0.4824
2.2858,-0.4885
2.2863,-0.4945
2.2868,-0.5006
2.2874,-0.5067
2.2879,-0.5128
2.2884,-0.5189
2.2889,-0.5250
2.2894,-0.5311
2.2899,-0.5371
2.2905,-0.5432
2.2910,-0.5493
2.2915,-0.5554
2.2921,-0.5615
2.2926,-0.5676
2.2931,-0.5737
2.2936,-0.5798
2.2942,-0.5859
2.2947,-0.5919
2.2952,-0.5980
2.2957,-0.6041
2.2963,-0.6102
2.2968,-0.6163
2.2973,-0.6224
2.2978,-0.6285
2.2983,-0.6346
2.2989,-0.6407
2.2994,-0.6468
2.2999,-0.6528
2.3004,-0.6589
2.3010,-0.6650
2.3015,-0.6711
2.3020,-0.6772
2.3025,-0.6833
2.3030,-0.6894
2.3036,-0.6955
2.3041,-0.7016
2.3046,-0.7077
2.3052,-0.7138
2.3057,-0.7199
2.3062,-0.7260
2.3067,-0.7321
2.3073,-0.7381
2.3078,-0.7442
2.3083,-0.7503
2.3089,-0.7564
2.3094,-0.7625
2.3099,-0.7686
2.3104,-0.7747
2.3110,-0.7808
2.3115,-0.7869
2.3120,-0.7930
2.3125,-0.7990
2.3131,-0.8051
2.3136,-0.8112
2.3141,-0.8173
2.3146,-0.8234
2.3152,-0.8295
2.3157,-0.8356
2.3162,-0.8417
2.3168,-0.8478
2.3173,-0.8539
2.3178,-0.8599
2.3183,-0.8660
2.3189,-0.8721
2.3194,-0.8782
2.3199,-0.8843
2.3204,-0.8904
2.3210,-0.8965
2.3215,-0.9026
2.3220,-0.9087
2.3226,-0.9147
2.3231,-0.9208
2.3236,-0.9269
2.3241,-0.9330
2.3247,-0.9391
2.3252,-0.9452
2.3257,-0.9513
2.3262,-0.9574
2.3268,-0.9634
2.3273,-0.9695
2.3278,-0.9756
2.3283,-0.9817
2.3289,-0.9878
2.3294,-0.9939
2.3299,-0.9999
2.3304,-1.0060
