-2.2250,-1.4750
-2.2250,-1.4750
-2.2258,-1.4724
-2.2244,-1.4725
-2.2226,-1.4723
-2.2207,-1.4720
-2.2189,-1.4718
-2.2171,-1.4716
-2.2153,-1.4715
-2.2134,-1.4715
-2.2115,-1.4716
-2.2097,-1.4716
-2.2078,-1.4716
-2.2059,-1.4717
-2.2041,-1.4718
-2.2023,-1.4721
-2.2005,-1.4725
-2.1987,-1.4729
-2.1969,-1.4732
-2.1951,-1.4736
-2.1933,-1.4740
-2.1915,-1.4748
-2.1898,-1.4754
-2.1880,-1.4760
-2.1862,-1.4767
-2.1845,-1.4775
-2.1828,-1.4783
-2.1817,-1.4746
-2.1810,-1.4699
-2.1804,-1.4652
-2.1798,-1.4605
-2.1781,-1.4548
-2.1773,-1.4500
-2.1755,-1.4442
-2.1749,-1.4393
-2.1745,-1.4346
-2.1730,-1.4288
-2.1724,-1.4238
-2.1711,-1.4180
-2.1705,-1.4130
-2.1693,-1.4072
-2.1688,-1.4022
-2.1686,-1.3974
-2.1674,-1.3914
-2.1666,-1.3892
-2.1659,-1.3853
-2.1658,-1.3805
-2.1648,-1.3745
-2.1646,-1.3696
-2.1636,-1.3637
-2.1635,-1.3588
-2.1626,-1.3527
-2.1617,-1.3507
-2.1612,-1.3465
-2.1614,-1.3417
-2.1606,-1.3357
-2.1598,-1.3337
-2.1594,-1.3297
-2.1597,-1.3250
-2.1588,-1.3190
-2.1589,-1.3142
-2.1584,-1.3083
-2.1575,-1.3058
-2.1575,-1.3011
-2.1568,-1.2954
-2.1570,-1.2904
-2.1564,-1.2844
-2.1555,-1.2821
-2.1556,-1.2774
-2.1549,-1.2715
-2.1541,-1.2693
-2.1540,-1.2649
-2.1544,-1.2602
-2.1539,-1.2541
-2.1531,-1.2521
-2.1530,-1.2481
-2.1535,-1.2434
-2.1532,-1.2374
-2.1525,-1.2349
-2.1507,-1.2353
-2.1506,-1.2312
-2.1510,-1.2265
-2.1516,-1.2218
-2.1512,-1.2158
-2.1514,-1.2109
-2.1511,-1.2048
-2.1504,-1.2025
-2.1504,-1.1983
-2.1501,-1.1923
-2.1494,-1.1902
-2.1494,-1.1862
-2.1500,-1.1814
-2.1498,-1.1754
-2.1491,-1.1733
-2.1491,-1.1692
-2.1489,-1.1632
-2.1482,-1.1610
-2.1483,-1.1569
-2.1489,-1.1522
-2.1488,-1.1462
-2.1482,-1.1440
-2.1462,-1.1445
-2.1460,-1.1404
-2.1466,-1.1357
-2.1473,-1.1310
-2.1470,-1.1250
-2.1464,-1.1228
-2.1465,-1.1181
-2.1472,-1.1135
-2.1470,-1.1075
-2.1462,-1.1052
-2.1465,-1.1007
-2.1464,-1.0946
-2.1458,-1.0926
-2.1459,-1.0886
-2.1467,-1.0840
-2.1466,-1.0780
-2.1458,-1.0757
-2.1439,-1.0761
-2.1440,-1.0721
-2.1447,-1.0675
-2.1454,-1.0629
-2.1452,-1.0570
-2.1446,-1.0548
-2.1448,-1.0507
-2.1457,-1.0461
-2.1456,-1.0400
-2.1450,-1.0379
-2.1432,-1.0383
-2.1432,-1.0343
-2.1439,-1.0297
-2.1447,-1.0250
-2.1446,-1.0189
-2.1441,-1.0168
-2.1443,-1.0129
-2.1443,-1.0068
-2.1436,-1.0048
-2.1438,-1.0007
-2.1447,-0.9960
-2.1447,-0.9901
-2.1441,-0.9880
-2.1423,-0.9885
-2.1425,-0.9839
-2.1434,-0.9792
-2.1442,-0.9745
-2.1441,-0.9685
-2.1436,-0.9664
-2.1438,-0.9624
-2.1439,-0.9564
-2.1434,-0.9542
-2.1436,-0.9504
-2.1436,-0.9444
-2.1430,-0.9417
-2.1435,-0.9373
-2.1436,-0.9312
-2.1429,-0.9290
-2.1431,-0.9251
-2.1431,-0.9191
-2.1424,-0.9169
-2.1426,-0.9130
-2.1435,-0.9083
-2.1434,-0.9024
-2.1429,-0.9002
-2.1411,-0.9006
-2.1411,-0.8967
-2.1418,-0.8921
-2.1427,-0.8874
-2.1427,-0.8814
-2.1420,-0.8792
-2.1425,-0.8747
-2.1425,-0.8686
-2.1420,-0.8664
-2.1422,-0.8626
-2.1421,-0.8565
-2.1415,-0.8543
-2.1417,-0.8503
-2.1427,-0.8457
-2.1428,-0.8396
-2.1426,-0.8369
-2.1408,-0.8372
-2.1409,-0.8336
-2.1418,-0.8289
-2.1427,-0.8243
-2.1429,-0.8182
-2.1424,-0.8160
-2.1406,-0.8164
-2.1406,-0.8122
-2.1415,-0.8075
-2.1424,-0.8028
-2.1425,-0.7968
-2.1421,-0.7940
-2.1402,-0.7943
-2.1405,-0.7900
-2.1415,-0.7854
-2.1424,-0.7807
-2.1424,-0.7746
-2.1418,-0.7724
-2.1400,-0.7728
-2.1406,-0.7682
-2.1415,-0.7635
-2.1424,-0.7589
-2.1427,-0.7529
-2.1421,-0.7506
-2.1402,-0.7509
-2.1403,-0.7468
-2.1411,-0.7422
-2.1420,-0.7376
-2.1422,-0.7316
-2.1416,-0.7294
-2.1398,-0.7298
-2.1402,-0.7252
-2.1411,-0.7206
-2.1420,-0.7159
-2.1422,-0.7099
-2.1415,-0.7076
-2.1397,-0.7079
-2.1397,-0.7035
-2.1406,-0.6989
-2.1415,-0.6942
-2.1417,-0.6882
-2.1410,-0.6859
-2.1416,-0.6813
-2.1419,-0.6753
-2.1414,-0.6731
-2.1395,-0.6735
-2.1400,-0.6690
-2.1409,-0.6644
-2.1419,-0.6597
-2.1419,-0.6538
-2.1414,-0.6515
-2.1395,-0.6518
-2.1395,-0.6477
-2.1404,-0.6430
-2.1413,-0.6384
-2.1414,-0.6324
-2.1409,-0.6302
-2.1412,-0.6262
-2.1414,-0.6201
-2.1408,-0.6179
-2.1413,-0.6139
-2.1415,-0.6078
-2.1408,-0.6056
-2.1413,-0.6015
-2.1414,-0.5954
-2.1409,-0.5932
-2.1413,-0.5894
-2.1414,-0.5833
-2.1409,-0.5811
-2.1411,-0.5771
-2.1421,-0.5725
-2.1422,-0.5666
-2.1417,-0.5643
-2.1399,-0.5645
-2.1403,-0.5600
-2.1412,-0.5553
-2.1421,-0.5506
-2.1423,-0.5445
-2.1418,-0.5424
-2.1401,-0.5427
-2.1403,-0.5389
-2.1412,-0.5343
-2.1421,-0.5297
-2.1422,-0.5237
-2.1417,-0.5215
-2.1398,-0.5219
-2.1402,-0.5174
-2.1411,-0.5128
-2.1420,-0.5081
-2.1423,-0.5022
-2.1417,-0.4999
-2.1397,-0.5004
-2.1402,-0.4958
-2.1410,-0.4911
-2.1420,-0.4864
-2.1421,-0.4804
-2.1416,-0.4783
-2.1398,-0.4787
-2.1402,-0.4741
-2.1410,-0.4695
-2.1420,-0.4649
-2.1421,-0.4589
-2.1414,-0.4568
-2.1395,-0.4571
-2.1401,-0.4525
-2.1410,-0.4479
-2.1419,-0.4433
-2.1421,-0.4373
-2.1416,-0.4351
-2.1398,-0.4354
-2.1401,-0.4309
-2.1410,-0.4263
-2.1419,-0.4217
-2.1420,-0.4156
-2.1416,-0.4133
-2.1398,-0.4136
-2.1402,-0.4090
-2.1411,-0.4043
-2.1412,-0.3982
-2.1407,-0.3961
-2.1410,-0.3922
-2.1419,-0.3876
-2.1420,-0.3817
-2.1415,-0.3795
-2.1397,-0.3798
-2.1401,-0.3756
-2.1410,-0.3709
-2.1420,-0.3663
-2.1420,-0.3603
-2.1415,-0.3582
-2.1396,-0.3586
-2.1399,-0.3548
-2.1407,-0.3500
-2.1417,-0.3454
-2.1418,-0.3394
-2.1413,-0.3372
-2.1416,-0.3332
-2.1417,-0.3271
-2.1412,-0.3250
-2.1416,-0.3209
-2.1417,-0.3148
-2.1410,-0.3125
-2.1413,-0.3086
-2.1413,-0.3027
-2.1407,-0.3005
-2.1409,-0.2964
-2.1418,-0.2918
-2.1421,-0.2857
-2.1416,-0.2836
-2.1398,-0.2839
-2.1400,-0.2794
-2.1408,-0.2748
-2.1418,-0.2701
-2.1421,-0.2642
-2.1418,-0.2615
-2.1399,-0.2619
-2.1404,-0.2573
-2.1413,-0.2527
-2.1415,-0.2466
-2.1409,-0.2444
-2.1412,-0.2404
-2.1414,-0.2344
-2.1407,-0.2321
-2.1411,-0.2280
-2.1411,-0.2220
-2.1407,-0.2197
-2.1411,-0.2156
-2.1413,-0.2097
-2.1407,-0.2074
-2.1412,-0.2028
-2.1413,-0.1968
-2.1408,-0.1947
-2.1412,-0.1907
-2.1414,-0.1846
-2.1409,-0.1824
-2.1410,-0.1784
-2.1419,-0.1738
-2.1421,-0.1678
-2.1416,-0.1653
-2.1399,-0.1656
-2.1401,-0.1615
-2.1410,-0.1569
-2.1420,-0.1523
-2.1422,-0.1463
-2.1417,-0.1443
-2.1398,-0.1447
-2.1399,-0.1410
-2.1408,-0.1364
-2.1417,-0.1317
-2.1419,-0.1256
-2.1414,-0.1232
-2.1395,-0.1235
-2.1397,-0.1194
-2.1405,-0.1147
-2.1414,-0.1100
-2.1416,-0.1040
-2.1410,-0.1018
-2.1413,-0.0979
-2.1416,-0.0920
-2.1409,-0.0898
-2.1414,-0.0852
-2.1416,-0.0792
-2.1411,-0.0770
-2.1414,-0.0730
-2.1414,-0.0670
-2.1408,-0.0647
-2.1410,-0.0608
-2.1420,-0.0562
-2.1421,-0.0501
-2.1416,-0.0479
-2.1398,-0.0483
-2.1403,-0.0439
-2.1412,-0.0392
-2.1421,-0.0346
-2.1424,-0.0286
-2.1419,-0.0259
-2.1401,-0.0261
-2.1404,-0.0218
-2.1413,-0.0172
-2.1415,-0.0111
-2.1410,-0.0090
-2.1412,-0.0051
-2.1421,-0.0005
-2.1424,0.0055
-2.1418,0.0077
-2.1399,0.0073
-2.1400,0.0111
-2.1409,0.0158
-2.1418,0.0204
-2.1421,0.0264
-2.1413,0.0285
-2.1417,0.0325
-2.1420,0.0383
-2.1414,0.0407
-2.1418,0.0446
-2.1419,0.0508
-2.1415,0.0531
-2.1419,0.0573
-2.1420,0.0634
-2.1414,0.0656
-2.1415,0.0696
-2.1415,0.0756
-2.1409,0.0778
-2.1410,0.0817
-2.1419,0.0864
-2.1421,0.0924
-2.1415,0.0946
-2.1397,0.0943
-2.1404,0.0989
-2.1413,0.1035
-2.1422,0.1082
-2.1424,0.1141
-2.1419,0.1164
-2.1401,0.1160
-2.1403,0.1203
